Date,Category,Payment_modes,Description,Amount,Cashback
2024-09-10,Rent,Credit card,Commercial Rent,3281,10
2024-09-15,Rent,Credit card,Commercial Rent,2754,100
2024-09-10,Groceries,Gpay,Vegeatbles,3094,10
2024-09-14,Fees,Net Banking,School Fees,3900,5
2024-09-23,Fees,Cash,School Fees,569,15
2024-09-08,Fuel,Debit Card,Petrol,3365,12
2024-09-19,Groceries,Net Banking,Dairy,3186,12
2024-09-16,Fuel,Debit Card,Petrol,4327,15
2024-09-09,Fuel,Debit Card,Petrol,4906,15
2024-09-18,Insurance,Gpay,LIC,1778,50
2024-09-21,Bills,Credit card,Water Bill,896,0
2024-09-13,Fuel,Net Banking,Diesel,3610,12
2024-09-25,Groceries,Cash,Bakery,3110,1000
2024-09-02,Fees,Cash,College Fees,3859,12
2024-09-03,Bills,Gpay,Water Bill,3978,10
2024-09-07,Groceries,Credit card,Vegeatbles,3007,1000
2024-09-27,Fees,Gpay,College Fees,1017,10
2024-09-09,Rent,Net Banking,Parking Rent,418,50
2024-09-18,Insurance,Gpay,Health Insurance,916,5
2024-09-10,Bills,Credit card,Telephone bill,4954,12
2024-09-18,Insurance,Credit card,Vehicle Insurance,3842,50
2024-09-27,Fees,Cash,School Fees,3353,5
2024-09-28,Rent,Cash,Residential Rent,2000,15
2024-09-17,Insurance,Debit Card,Health Insurance,2488,100
2024-09-16,Fuel,Cash,Diesel,1765,50
2024-09-21,Insurance,Gpay,Vehicle Insurance,4027,1000
2024-09-12,Bills,Credit card,Water Bill,3791,12
2024-09-03,Rent,Gpay,Parking Rent,3849,0
2024-09-24,Fees,Debit Card,College Fees,810,0
2024-09-22,Rent,Debit Card,Commercial Rent,2574,15
2024-09-12,Bills,Net Banking,Water Bill,1672,1000
2024-09-04,Insurance,Debit Card,Health Insurance,1293,100
2024-09-01,Groceries,Cash,Dairy,3267,0
2024-09-14,Insurance,Gpay,Health Insurance,2628,100
2024-09-26,Fuel,Cash,CNG,286,5
2024-09-18,Fuel,Debit Card,Petrol,380,1000
2024-09-07,Insurance,Gpay,LIC,2293,15
2024-09-05,Insurance,Cash,Health Insurance,2538,1000
2024-09-24,Groceries,Debit Card,Fruits,1622,15
2024-09-19,Bills,Gpay,Electricity Bill,4093,10
2024-09-24,Bills,Net Banking,Electricity Bill,2090,100
2024-09-07,Groceries,Cash,Fruits,2875,10
2024-09-26,Bills,Credit card,Telephone bill,4352,50
2024-09-27,Insurance,Gpay,Health Insurance,4318,15
2024-09-19,Fuel,Gpay,CNG,1110,5
2024-09-17,Bills,Cash,Electricity Bill,4960,10
2024-09-11,Fuel,Credit card,Diesel,3380,12
2024-09-20,Fuel,Net Banking,Petrol,865,0
2024-09-17,Bills,Gpay,Telephone bill,4540,10
2024-09-07,Fuel,Gpay,Diesel,4079,1000
2024-09-14,Fees,Cash,College Fees,2838,100
2024-09-19,Bills,Credit card,Telephone bill,2619,5
2024-09-21,Insurance,Cash,Health Insurance,1922,5
2024-09-20,Bills,Credit card,Electricity Bill,4122,5
2024-09-28,Fuel,Cash,Petrol,3327,5
2024-09-29,Rent,Debit Card,Residential Rent,365,50
2024-09-01,Bills,Credit card,Telephone bill,3183,1000
2024-09-11,Fees,Net Banking,College Fees,2087,100
2024-09-07,Groceries,Net Banking,Vegeatbles,1752,12
2024-09-27,Bills,Gpay,Electricity Bill,3409,5
2024-09-22,Fees,Net Banking,School Fees,417,5
2024-09-06,Insurance,Cash,LIC,4372,10
2024-09-11,Insurance,Credit card,Vehicle Insurance,1738,15
2024-09-08,Bills,Cash,Telephone bill,795,100
2024-09-05,Fuel,Debit Card,Petrol,590,15
