Date,Category,Payment_modes,Description,Amount,Cashback
2024-05-13,Bills,Gpay,Telephone bill,284,12
2024-05-18,Rent,Credit card,Parking Rent,1654,0
2024-05-10,Rent,Credit card,Residential Rent,1965,0
2024-05-08,Rent,Gpay,Commercial Rent,1709,10
2024-05-13,Rent,Credit card,Residential Rent,1466,12
2024-05-09,Fuel,Credit card,Petrol,1452,5
2024-05-10,Groceries,Credit card,Fruits,2282,100
2024-05-29,Insurance,Cash,Health Insurance,4177,15
2024-05-21,Fees,Net Banking,College Fees,3254,5
2024-05-11,Fees,Net Banking,School Fees,491,10
2024-05-19,Groceries,Gpay,Bakery,2488,100
2024-05-14,Insurance,Credit card,Vehicle Insurance,1249,5
2024-05-21,Bills,Debit Card,Water Bill,3922,0
2024-05-16,Groceries,Gpay,Vegeatbles,2701,15
2024-05-12,Rent,Gpay,Residential Rent,653,5
2024-05-20,Insurance,Gpay,Vehicle Insurance,4162,0
2024-05-30,Bills,Debit Card,Electricity Bill,1296,10
2024-05-06,Rent,Gpay,Commercial Rent,1774,100
2024-05-27,Bills,Cash,Telephone bill,16,12
2024-05-09,Rent,Cash,Commercial Rent,3474,10
2024-05-06,Fuel,Net Banking,Petrol,801,10
2024-05-09,Insurance,Gpay,Health Insurance,22,15
2024-05-01,Insurance,Credit card,Vehicle Insurance,3762,100
2024-05-16,Bills,Debit Card,Electricity Bill,4741,15
2024-05-17,Bills,Credit card,Electricity Bill,1071,100
2024-05-08,Rent,Gpay,Residential Rent,1933,15
2024-05-30,Insurance,Credit card,LIC,3042,5
2024-05-08,Fees,Gpay,College Fees,2866,15
2024-05-27,Bills,Gpay,Water Bill,2868,5
2024-05-20,Fuel,Cash,Petrol,428,12
2024-05-01,Groceries,Cash,Fruits,2910,12
2024-05-15,Groceries,Cash,Dairy,2415,50
2024-05-25,Bills,Net Banking,Water Bill,1448,10
2024-05-21,Fuel,Gpay,CNG,4208,1000
2024-05-14,Fuel,Gpay,Petrol,3940,10
2024-05-25,Rent,Credit card,Parking Rent,4127,50
2024-05-09,Fees,Debit Card,School Fees,2383,0
2024-05-21,Rent,Net Banking,Residential Rent,3869,1000
2024-05-15,Insurance,Cash,Health Insurance,4191,5
2024-05-27,Groceries,Net Banking,Bakery,4306,12
2024-05-11,Insurance,Credit card,LIC,3841,0
2024-05-11,Bills,Net Banking,Telephone bill,3881,100
2024-05-18,Rent,Debit Card,Residential Rent,4248,10
2024-05-19,Groceries,Credit card,Vegeatbles,3433,12
2024-05-10,Insurance,Net Banking,LIC,3489,1000
2024-05-12,Fees,Debit Card,School Fees,734,15
2024-05-23,Fuel,Credit card,Diesel,1621,15
2024-05-23,Groceries,Debit Card,Fruits,1628,100
2024-05-04,Bills,Cash,Water Bill,2374,0
2024-05-24,Insurance,Cash,Vehicle Insurance,1336,15
2024-05-03,Fuel,Net Banking,CNG,4101,100
2024-05-14,Groceries,Gpay,Fruits,1201,1000
2024-05-21,Fees,Debit Card,School Fees,3164,50
2024-05-25,Groceries,Net Banking,Vegeatbles,478,1000
2024-05-01,Rent,Cash,Commercial Rent,4854,50
2024-05-27,Bills,Debit Card,Electricity Bill,3195,15
2024-05-26,Rent,Gpay,Commercial Rent,98,50
2024-05-20,Fuel,Net Banking,CNG,2405,1000
2024-05-22,Bills,Gpay,Telephone bill,2542,50
2024-05-23,Insurance,Net Banking,Vehicle Insurance,4481,5
2024-05-20,Fuel,Debit Card,Diesel,4204,50
2024-05-08,Bills,Credit card,Telephone bill,220,10
2024-05-06,Fuel,Credit card,Diesel,4126,1000
2024-05-22,Bills,Credit card,Telephone bill,2980,1000
2024-05-20,Groceries,Debit Card,Fruits,4324,0
2024-05-19,Fees,Cash,School Fees,3128,50
2024-05-05,Fuel,Credit card,CNG,2988,15
2024-05-14,Rent,Debit Card,Parking Rent,4432,50
2024-05-07,Bills,Credit card,Electricity Bill,1552,10
2024-05-12,Rent,Cash,Residential Rent,1881,0
2024-05-09,Groceries,Credit card,Dairy,3995,1000
2024-05-14,Groceries,Cash,Vegeatbles,3024,50
2024-05-04,Insurance,Debit Card,Vehicle Insurance,4703,0
2024-05-05,Rent,Debit Card,Residential Rent,1275,15
2024-05-20,Fees,Debit Card,College Fees,4602,15
2024-05-19,Fees,Credit card,School Fees,4177,10
2024-05-18,Rent,Gpay,Residential Rent,4614,15
2024-05-08,Rent,Net Banking,Parking Rent,2122,12
2024-05-02,Fees,Credit card,College Fees,143,100
2024-05-25,Groceries,Cash,Bakery,635,100
2024-05-25,Rent,Gpay,Commercial Rent,2736,12
2024-05-18,Fees,Cash,School Fees,4228,0
2024-05-18,Insurance,Net Banking,Health Insurance,4701,0
2024-05-16,Insurance,Gpay,LIC,55,10
2024-05-27,Fuel,Net Banking,Diesel,2890,0
2024-05-18,Bills,Credit card,Telephone bill,4758,12
2024-05-25,Groceries,Net Banking,Bakery,4233,0
2024-05-23,Fees,Gpay,College Fees,4293,10
2024-05-22,Groceries,Net Banking,Vegeatbles,4956,10
2024-05-21,Insurance,Credit card,Vehicle Insurance,937,15
2024-05-18,Groceries,Cash,Fruits,555,0
2024-05-09,Insurance,Credit card,Vehicle Insurance,4546,5
2024-05-08,Bills,Cash,Water Bill,3758,12
2024-05-01,Insurance,Net Banking,Health Insurance,1911,0
2024-05-23,Bills,Gpay,Electricity Bill,1921,12
2024-05-09,Fees,Debit Card,School Fees,4796,10
2024-05-06,Bills,Cash,Electricity Bill,4757,15
2024-05-05,Rent,Net Banking,Parking Rent,2360,10
2024-05-08,Groceries,Net Banking,Fruits,2454,5
2024-05-18,Bills,Net Banking,Telephone bill,94,50
2024-05-13,Insurance,Debit Card,LIC,4096,1000
2024-05-29,Rent,Credit card,Parking Rent,3562,1000
2024-05-20,Groceries,Gpay,Dairy,197,10
2024-05-19,Insurance,Net Banking,LIC,4553,100
2024-05-25,Fees,Debit Card,School Fees,2053,10
2024-05-16,Rent,Debit Card,Residential Rent,4972,0
2024-05-21,Insurance,Debit Card,Vehicle Insurance,2995,12
2024-05-23,Groceries,Cash,Vegeatbles,462,50
