Date,Category,Payment_modes,Description,Amount,Cashback
2024-06-27,Bills,Gpay,Telephone bill,3271,15
2024-06-15,Bills,Credit card,Water Bill,1467,15
2024-06-13,Groceries,Debit Card,Bakery,3431,1000
2024-06-10,Fuel,Cash,CNG,255,10
2024-06-12,Groceries,Credit card,Vegeatbles,3900,12
2024-06-16,Rent,Cash,Residential Rent,4448,50
2024-06-09,Insurance,Net Banking,Health Insurance,1011,1000
2024-06-23,Insurance,Net Banking,LIC,2443,12
2024-06-05,Rent,Debit Card,Commercial Rent,1259,50
2024-06-04,Groceries,Credit card,Vegeatbles,3996,12
2024-06-18,Fees,Debit Card,College Fees,2320,5
2024-06-26,Fuel,Credit card,Petrol,778,5
2024-06-23,Fees,Net Banking,College Fees,435,0
2024-06-06,Groceries,Net Banking,Dairy,2722,50
2024-06-19,Groceries,Gpay,Fruits,1437,1000
2024-06-22,Groceries,Credit card,Dairy,4443,15
2024-06-01,Bills,Cash,Water Bill,1299,50
2024-06-22,Fuel,Credit card,CNG,680,15
2024-06-22,Fees,Gpay,School Fees,3351,1000
2024-06-06,Insurance,Gpay,LIC,3467,0
2024-06-24,Rent,Gpay,Parking Rent,705,12
2024-06-18,Insurance,Gpay,Vehicle Insurance,4173,15
2024-06-06,Groceries,Cash,Dairy,2846,100
2024-06-02,Bills,Debit Card,Telephone bill,202,100
2024-06-01,Insurance,Credit card,LIC,2610,12
2024-06-15,Insurance,Debit Card,LIC,4034,10
2024-06-17,Bills,Net Banking,Telephone bill,2132,1000
2024-06-14,Fees,Debit Card,School Fees,2351,0
2024-06-19,Rent,Credit card,Residential Rent,3380,1000
2024-06-09,Fuel,Cash,Diesel,561,100
2024-06-06,Insurance,Credit card,Vehicle Insurance,4464,12
2024-06-05,Groceries,Cash,Dairy,3838,5
2024-06-24,Fuel,Credit card,Petrol,117,12
2024-06-22,Insurance,Cash,LIC,2099,10
2024-06-13,Fees,Cash,School Fees,1091,15
2024-06-08,Insurance,Debit Card,Health Insurance,2738,5
2024-06-27,Bills,Debit Card,Telephone bill,3386,50
2024-06-03,Insurance,Credit card,LIC,3784,50
2024-06-10,Insurance,Credit card,Vehicle Insurance,2792,15
2024-06-23,Groceries,Credit card,Dairy,4989,15
2024-06-08,Groceries,Cash,Fruits,2005,10
2024-06-18,Fees,Gpay,College Fees,2514,1000
2024-06-09,Rent,Gpay,Commercial Rent,296,12
2024-06-15,Fuel,Credit card,Diesel,3651,5
2024-06-29,Bills,Debit Card,Telephone bill,3847,5
2024-06-05,Fees,Credit card,College Fees,1306,0
2024-06-10,Fees,Debit Card,College Fees,2507,12
2024-06-12,Rent,Credit card,Residential Rent,3343,12
2024-06-08,Rent,Net Banking,Commercial Rent,1729,12
2024-06-28,Bills,Gpay,Water Bill,95,5
2024-06-29,Fuel,Debit Card,Petrol,23,12
2024-06-29,Groceries,Cash,Vegeatbles,810,50
2024-06-04,Bills,Net Banking,Water Bill,1821,1000
2024-06-22,Fees,Debit Card,College Fees,1859,50
2024-06-28,Groceries,Debit Card,Bakery,3618,0
2024-06-15,Insurance,Gpay,Health Insurance,3342,12
2024-06-26,Fuel,Debit Card,CNG,4605,100
2024-06-17,Groceries,Credit card,Dairy,4748,1000
2024-06-03,Fuel,Debit Card,Petrol,3021,15
2024-06-16,Groceries,Gpay,Vegeatbles,1455,15
2024-06-16,Fees,Gpay,College Fees,2604,50
2024-06-28,Fuel,Debit Card,CNG,2520,12
2024-06-14,Insurance,Credit card,Vehicle Insurance,2167,0
2024-06-18,Fees,Net Banking,College Fees,44,12
2024-06-13,Groceries,Debit Card,Bakery,4543,15
2024-06-02,Fees,Cash,School Fees,2081,100
2024-06-28,Rent,Credit card,Parking Rent,3547,15
2024-06-16,Rent,Net Banking,Commercial Rent,1493,5
2024-06-03,Groceries,Net Banking,Dairy,3278,50
2024-06-04,Fees,Credit card,School Fees,4707,12
2024-06-14,Bills,Credit card,Telephone bill,1349,0
2024-06-24,Insurance,Net Banking,Vehicle Insurance,327,0
2024-06-16,Insurance,Gpay,Health Insurance,1068,10
2024-06-11,Fees,Net Banking,College Fees,3072,10
2024-06-10,Fees,Debit Card,School Fees,3113,10
2024-06-09,Fees,Credit card,School Fees,2368,0
2024-06-16,Fuel,Net Banking,Petrol,2131,15
2024-06-18,Groceries,Gpay,Vegeatbles,624,10
2024-06-13,Insurance,Net Banking,Health Insurance,2764,12
2024-06-20,Rent,Net Banking,Parking Rent,2285,5
2024-06-19,Rent,Credit card,Residential Rent,438,1000
